TestSmell1,TestSmell2,Count
Eager Test,IgnoredTest,1
Eager Test,Lazy Test,0
Eager Test,Magic Number Test,7
Eager Test,Mystery Guest,1
Eager Test,Print Statement,0
Eager Test,Redundant Assertion,0
Eager Test,Resource Optimism,1
Eager Test,Sensitive Equality,19
Eager Test,Sleepy Test,0
Eager Test,Unknown Test,12
Eager Test,Verbose Test,3
EmptyTest,Exception Catching Throwing,0
EmptyTest,General Fixture,0
EmptyTest,IgnoredTest,0
EmptyTest,Lazy Test,0
EmptyTest,Magic Number Test,0
EmptyTest,Mystery Guest,0
EmptyTest,Print Statement,0
EmptyTest,Redundant Assertion,0
EmptyTest,Resource Optimism,0
EmptyTest,Sensitive Equality,0
EmptyTest,Sleepy Test,0
EmptyTest,Unknown Test,0
EmptyTest,Verbose Test,0
Exception Catching Throwing,General Fixture,0
Exception Catching Throwing,IgnoredTest,0
Exception Catching Throwing,Lazy Test,0
Exception Catching Throwing,Magic Number Test,3
Exception Catching Throwing,Mystery Guest,0
Exception Catching Throwing,Print Statement,0
Exception Catching Throwing,Redundant Assertion,0
Exception Catching Throwing,Resource Optimism,0
Exception Catching Throwing,Sensitive Equality,6
Exception Catching Throwing,Sleepy Test,0
Exception Catching Throwing,Unknown Test,5
Exception Catching Throwing,Verbose Test,2
General Fixture,IgnoredTest,0
General Fixture,Lazy Test,0
General Fixture,Magic Number Test,0
General Fixture,Mystery Guest,1
General Fixture,Print Statement,0
General Fixture,Redundant Assertion,0
General Fixture,Resource Optimism,1
General Fixture,Sensitive Equality,0
General Fixture,Sleepy Test,0
General Fixture,Unknown Test,0
General Fixture,Verbose Test,0
IgnoredTest,Lazy Test,0
IgnoredTest,Magic Number Test,0
IgnoredTest,Mystery Guest,0
IgnoredTest,Print Statement,0
IgnoredTest,Redundant Assertion,0
IgnoredTest,Resource Optimism,0
IgnoredTest,Sensitive Equality,1
IgnoredTest,Sleepy Test,0
IgnoredTest,Unknown Test,0
IgnoredTest,Verbose Test,1
Lazy Test,Magic Number Test,0
Lazy Test,Mystery Guest,0
Lazy Test,Print Statement,0
Lazy Test,Redundant Assertion,0
Lazy Test,Resource Optimism,0
Lazy Test,Sensitive Equality,0
Lazy Test,Sleepy Test,0
Lazy Test,Unknown Test,0
Lazy Test,Verbose Test,0
Magic Number Test,Mystery Guest,0
Magic Number Test,Print Statement,0
Magic Number Test,Redundant Assertion,0
Magic Number Test,Resource Optimism,0
Magic Number Test,Sensitive Equality,1
Magic Number Test,Sleepy Test,0
Magic Number Test,Unknown Test,0
Magic Number Test,Verbose Test,3
Mystery Guest,Print Statement,0
Mystery Guest,Redundant Assertion,0
Mystery Guest,Resource Optimism,2
Mystery Guest,Sensitive Equality,1
Mystery Guest,Sleepy Test,0
Mystery Guest,Unknown Test,0
Mystery Guest,Verbose Test,0
Print Statement,Redundant Assertion,0
Print Statement,Resource Optimism,0
Print Statement,Sensitive Equality,0
Print Statement,Sleepy Test,0
Print Statement,Unknown Test,0
Print Statement,Verbose Test,0
Redundant Assertion,Resource Optimism,0
Redundant Assertion,Sensitive Equality,0
Redundant Assertion,Sleepy Test,0
Redundant Assertion,Unknown Test,0
Redundant Assertion,Verbose Test,0
Resource Optimism,Sensitive Equality,1
Resource Optimism,Sleepy Test,0
Resource Optimism,Unknown Test,0
Resource Optimism,Verbose Test,0
Sensitive Equality,Sleepy Test,0
Sensitive Equality,Unknown Test,0
Sensitive Equality,Verbose Test,2
Sleepy Test,Unknown Test,0
Sleepy Test,Verbose Test,0
Unknown Test,Verbose Test,0
